"STATION","LONGITUDE","LATITUDE","STRATA","DEPTH","REGION","SMB","LPOTW","SPOTW","RIVER","ISLAND","HISTORICAL","BAYCODE","SDB","MEXICO","Level1 InclPr","Level1 AreaWt","Level2 InclPr","Level2 AreaWt","Level3 InclPr","Level3 AreaWt","Level4 InclPr","Level4 AreaWt","Level5 InclPr","Level5 AreaWt","Level6 InclPr","Level6 Ar"
"2356    ",-120.07,34.44,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2357    ",-119.94,34.40,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2358    ",-119.97,34.39,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2360    ",-119.87,34.39,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2362    ",-119.66,34.36,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2363    ",-119.62,34.35,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2364    ",-119.65,34.34,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2365    ",-119.56,34.34,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2366    ",-119.61,34.33,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2367    ",-119.53,34.31,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2368    ",-119.46,34.30,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2369    ",-119.42,34.30,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2371    ",-119.50,34.26,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2372    ",-119.60,34.23,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2374    ",-119.49,34.18,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2381    ",-118.76,34.00,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2384    ",-118.50,33.93,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2387    ",-118.45,33.84,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2394    ",-118.24,33.65,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2396    ",-118.14,33.64,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2398    ",-118.14,33.61,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2400    ",-118.09,33.60,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2401    ",-117.95,33.59,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2403    ",-117.80,33.51,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2405    ",-117.55,33.29,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2407    ",-117.52,33.26,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2408    ",-117.36,33.10,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2410    ",-117.35,32.77,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2411    ",-117.34,32.75,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2412    ",-117.29,32.72,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2413    ",-117.27,32.69,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2418    ",-117.31,32.59,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2419    ",-117.26,32.58,"bath-120","M",,,"Z","Z","Z","Z","N","Z","N","Z",0.31,3.13,0.31,3.13,0.31,3.13,0.31,3.13,0.07,13.47,,
"2354    ",-120.31,34.45,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2355    ",-120.33,34.45,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2359    ",-119.86,34.39,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2361    ",-119.57,34.39,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2370    ",-119.36,34.29,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2373    ",-119.38,34.22,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2375    ",-119.35,34.18,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2376    ",-119.34,34.17,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2377    ",-118.93,34.03,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2378    ",-118.92,34.03,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2379    ",-118.83,34.01,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2380    ",-118.75,34.01,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2382    ",-118.59,34.02,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2383    ",-118.51,34.01,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2385    ",-118.45,33.90,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2386    ",-118.42,33.87,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2388    ",-118.14,33.74,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2389    ",-118.32,33.70,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2390    ",-118.26,33.69,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2391    ",-118.13,33.70,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2392    ",-118.15,33.70,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2393    ",-118.08,33.68,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2395    ",-118.05,33.67,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2397    ",-118.12,33.65,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2399    ",-117.99,33.63,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2402    ",-117.82,33.55,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2404    ",-117.65,33.42,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2406    ",-117.47,33.28,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2409    ",-117.28,33.00,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2414    ",-117.18,32.67,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2415    ",-117.18,32.65,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2416    ",-117.16,32.66,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2417    ",-117.21,32.62,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,0.60,1.66,0.60,1.66,0.60,1.66,0.13,7.15,,
"2605    ",-119.37,34.26,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,,,,,,,,,,
"2606    ",-119.32,34.21,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,,,,,,,,,,
"2607    ",-119.27,34.13,"bath-30","S",,,"Z","Z","Z","Z","N","Z","N","Z",0.60,1.66,,,,,,,,,,
"2065    ",-118.57,33.49,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2066    ",-118.59,33.47,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2067    ",-118.65,33.46,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2068    ",-118.56,33.47,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2069    ",-118.51,33.47,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2070    ",-118.48,33.45,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2071    ",-118.52,33.41,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2072    ",-118.48,33.40,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2073    ",-118.38,33.41,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2074    ",-118.52,33.36,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2075    ",-118.49,33.37,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2076    ",-118.34,33.40,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2077    ",-118.36,33.39,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2078    ",-118.53,33.35,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2079    ",-118.35,33.38,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2080    ",-118.51,33.34,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2081    ",-118.51,33.34,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2082    ",-118.33,33.36,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2083    ",-118.50,33.33,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2084    ",-118.29,33.34,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2085    ",-118.48,33.30,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2086    ",-118.44,33.30,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2087    ",-118.42,33.30,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2088    ",-118.36,33.30,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2089    ",-118.40,33.29,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2090    ",-118.27,33.32,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2091    ",-118.35,33.29,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2092    ",-118.26,33.30,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2093    ",-118.28,33.29,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2094    ",-118.24,33.29,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2095    ",-118.30,33.27,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2096    ",-118.26,33.26,"Catalina",,"I",,"Z","Z","Z","C","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2494    ",-120.03,33.79,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2495    ",-119.89,33.93,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2496    ",-120.57,34.09,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2497    ",-119.95,33.78,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2498    ",-119.86,33.72,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2499    ",-119.77,34.11,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2500    ",-119.89,33.78,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2501    ",-119.87,33.65,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2502    ",-120.40,34.17,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2503    ",-119.93,33.70,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2504    ",-120.00,33.65,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2505    ",-119.91,33.79,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2506    ",-119.99,33.70,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2507    ",-120.55,34.18,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2508    ",-120.32,33.91,"ChannelNWD","D","I",,"Z","Z","Z","N","N","Z","N","Z",0.01,66.66,,,,,,,,,,
"2479    ",-119.76,34.06,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2480    ",-120.35,34.15,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2481    ",-120.49,34.13,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2482    ",-120.02,33.89,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2483    ",-120.12,34.08,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2484    ",-120.19,34.02,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2485    ",-120.03,33.84,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2486    ",-120.06,34.05,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2487    ",-120.43,34.01,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2488    ",-120.25,33.99,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2489    ",-120.24,33.94,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2490    ",-120.49,34.04,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2491    ",-120.47,34.01,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2492    ",-119.94,33.91,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2493    ",-119.88,34.07,"ChannelNWM","M","I",,"Z","Z","Z","N","N","Z","N","Z",7.0e-03,142.85,7.0e-03,142.85,7.0e-03,142.85,,,,,,
"2464    ",-120.45,34.03,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2465    ",-120.39,34.06,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2466    ",-120.30,34.01,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2467    ",-119.85,33.96,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2468    ",-120.41,34.06,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2469    ",-120.37,34.01,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2470    ",-119.88,34.00,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2471    ",-120.45,34.05,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2472    ",-119.89,34.01,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2473    ",-119.81,34.05,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2474    ",-120.46,34.06,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2475    ",-119.91,34.04,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2476    ",-120.33,34.05,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2477    ",-120.40,34.05,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2478    ",-119.91,34.07,"ChannelNWS","S","I",,"Z","Z","Z","N","N","Z","N","Z",0.09,10.52,0.09,10.52,0.09,10.52,,,,,,
"2524    ",-119.48,33.95,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2525    ",-119.33,34.05,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2526    ",-119.73,34.10,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2527    ",-119.02,33.51,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2528    ",-119.41,34.07,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2529    ",-119.29,34.05,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2530    ",-119.06,33.54,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2531    ",-119.50,34.08,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2532    ",-119.30,34.03,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2533    ",-119.53,33.97,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2534    ",-119.54,34.08,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2535    ",-119.79,33.93,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2536    ",-119.58,33.95,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2537    ",-119.65,34.10,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2538    ",-119.72,34.10,"ChannelSED","D","I",,"Z","Z","Z","S","N","Z","N","Z",0.07,13.33,,,,,,,,,,
"2509    ",-119.33,34.03,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2510    ",-119.48,34.00,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2511    ",-119.07,33.50,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2512    ",-119.00,33.47,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2513    ",-119.38,33.99,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2514    ",-119.50,34.03,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2515    ",-119.66,34.08,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2516    ",-119.58,34.06,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2517    ",-119.47,34.01,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2518    ",-119.73,34.09,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2519    ",-119.63,33.96,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
