"STATION","LONGITUDE","LATITUDE","STRATA","DEPTH","REGION","SMB","LPOTW","SPOTW","RIVER","ISLAND","HISTORICAL","BAYCODE","SDB","MEXICO","Level1 InclPr","Level1 AreaWt","Level2 InclPr","Level2 AreaWt","Level3 InclPr","Level3 AreaWt","Level4 InclPr","Level4 AreaWt","Level5 InclPr","Level5 AreaWt","Level6 InclPr","Level6 Ar"
"2274    ",-119.19,34.12,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2275    ",-119.19,34.13,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2276    ",-119.18,34.12,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2277    ",-117.76,33.50,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2278    ",-117.76,33.50,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2279    ",-117.76,33.51,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2280    ",-117.76,33.50,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2281    ",-117.69,33.43,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2282    ",-117.67,33.43,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2283    ",-117.68,33.43,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2284    ",-117.69,33.43,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2285    ",-117.39,33.15,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2286    ",-117.38,33.16,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2287    ",-117.38,33.15,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2288    ",-117.38,33.15,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2289    ",-117.35,33.10,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2290    ",-117.35,33.11,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2291    ",-117.35,33.10,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2292    ",-117.35,33.11,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2293    ",-117.29,32.99,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2294    ",-117.30,33.00,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.50,2.00,0.50,2.00,0.50,2.00,0.20,4.80,0.33,3.00,,
"2295    ",-117.29,32.99,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.50,2.00,0.50,2.00,0.50,2.00,0.20,4.80,0.33,3.00,,
"2296    ",-117.29,32.99,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.50,2.00,0.50,2.00,0.50,2.00,0.20,4.80,0.33,3.00,,
"2297    ",-118.23,33.72,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.50,2.00,0.50,2.00,0.50,2.00,0.20,4.80,0.33,3.00,,
"2298    ",-118.23,33.72,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2299    ",-118.23,33.72,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2300    ",-118.23,33.71,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2301    ",-119.83,34.40,"SPOTW",,,,"Z",,"Z","Z","N","Z","N","Z",0.80,1.25,0.80,1.25,0.80,1.25,0.33,3.00,0.33,3.00,,
"2455    ",-117.34,33.11,"SPOTW-permit",,,,"Z",,"Z","Z","N","Z","N","Z",,,1.00,1.00,1.00,1.00,,,,,,
"2456    ",-117.30,33.01,"SPOTW-permit",,,,"Z",,"Z","Z","N","Z","N","Z",,,1.00,1.00,1.00,1.00,,,,,,
"2457    ",-117.69,33.44,"SPOTW-permit",,,,"Z",,"Z","Z","N","Z","N","Z",,,1.00,1.00,1.00,1.00,,,,,,
"2458    ",-117.39,33.17,"SPOTW-permit",,,,"Z",,"Z","Z","N","Z","N","Z",,,1.00,1.00,1.00,1.00,,,,,,
