"StationID","SampleDepth","SampleDepthUnits","SampleType","QABatch","Matrix","LabCode","Species","Dilution","Concentration","ConcentrationUnits","EndPoint","LabRep","Value","ValueUnits","QACode","Comments"
"6125",,,"Result","B08MG08","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"80","PERCENT","A",""
"6125",,,"Result","B08MG08","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"69","PERCENT","A",""
"6125",,,"Result","B08MG08","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"73","PERCENT","A",""
"6125",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"65","PERCENT","A",
"6125",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"80","PERCENT","A",
"6125",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6125",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6125",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6127",,,"Result","B08MG08","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"74","PERCENT","A",""
"6127",,,"Result","B08MG08","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"46","PERCENT","A",""
"6127",,,"Result","B08MG08","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"70","PERCENT","A",""
"6127",,,"Result","B08MG08","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"160","PERCENT","A","Some of rep 5 washed into rep 4; should not affect mean normal-alive"
"6127",,,"Result","B08MG08","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"3","PERCENT","A","Some of rep 5 washed into rep 4; should not affect mean normal-alive"
"6127",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"85","PERCENT","A",
"6127",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"6127",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"90","PERCENT","A",
"6127",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"85","PERCENT","A",
"6127",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"6128",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"77","PERCENT","A",""
"6128",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"90","PERCENT","A",""
"6128",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"53","PERCENT","A",""
"6128",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"135","PERCENT","A","Vial likely innoculated twice"
"6128",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"76","PERCENT","A",""
"6128",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6128",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6128",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6128",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6128",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"6129",,,"Result","B08MG12","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"79","PERCENT","A",""
"6129",,,"Result","B08MG12","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"70","PERCENT","A",""
"6129",,,"Result","B08MG12","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"56","PERCENT","A",""
"6129",,,"Result","B08MG12","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"89","PERCENT","A",""
"6129",,,"Result","B08MG12","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"76","PERCENT","A",""
"6129",,,"Result","B08EE090208","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"6129",,,"Result","B08EE090208","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6129",,,"Result","B08EE090208","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6129",,,"Result","B08EE090208","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6129",,,"Result","B08EE090208","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"6130",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"77","PERCENT","A",""
"6130",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"81","PERCENT","A",""
"6130",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"73","PERCENT","A",""
"6130",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"77","PERCENT","A",""
"6130",,,"Result","B08MG11","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"79","PERCENT","A",""
"6130",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"6130",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"6130",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6130",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"6130",,,"Result","B08EE090508","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"6133",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"9","PERCENT","A",""
"6133",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"88","PERCENT","A",""
"6133",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"32","PERCENT","A",""
"6133",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"74","PERCENT","A",""
"6133",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"57","PERCENT","A",""
"6133",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"65","PERCENT","A",
"6133",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"70","PERCENT","A",
"6133",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"70","PERCENT","A",
"6133",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"6133",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"60","PERCENT","A",
"6134",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"84","PERCENT","A",""
"6134",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"68","PERCENT","A",""
"6134",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"37","PERCENT","A",""
"6134",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"80","PERCENT","A",""
"6134",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"94","PERCENT","A",""
"6134",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"80","PERCENT","A",
"6134",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"6134",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"90","PERCENT","A",
"6134",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"6134",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"80","PERCENT","A",
"6136",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"47","PERCENT","A",""
"6136",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"0","PERCENT","A","Identified as outlier by Dixon's Test"
"6136",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"77","PERCENT","A",""
"6136",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"86","PERCENT","A",""
"6136",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"7","PERCENT","A",""
"6136",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"6136",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6136",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"75","PERCENT","A",
"6136",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6136",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"6138",,,"Result","B08EE090908","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6138",,,"Result","B08EE090908","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"80","PERCENT","A",
"6138",,,"Result","B08EE090908","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"75","PERCENT","A",
"6138",,,"Result","B08EE090908","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"75","PERCENT","A",
"6138",,,"Result","B08EE090908","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"85","PERCENT","A",
"6140",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"12","PERCENT","A",""
"6140",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"1","PERCENT","A",""
"6140",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"41","PERCENT","A",""
"6140",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"35","PERCENT","A",""
"6140",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"89","PERCENT","A",""
"6140",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"6140",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6140",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"85","PERCENT","A",
"6140",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"80","PERCENT","A",
"6140",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"70","PERCENT","A",
"6145",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"-99","PERCENT","DX",""
"6145",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"-99","PERCENT","DX",""
"6145",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"-99","PERCENT","DX",""
"6145",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"-99","PERCENT","DX",""
"6145",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"-99","PERCENT","DX",""
"6145",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"6145",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6145",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6145",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6145",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6148",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"-99","PERCENT","DX",""
"6148",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"-99","PERCENT","DX",""
"6148",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"-99","PERCENT","DX",""
"6148",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"-99","PERCENT","DX",""
"6148",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"-99","PERCENT","DX",""
"6148",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6148",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6148",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6148",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"85","PERCENT","A",
"6148",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6151",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"4","PERCENT","C",""
"6151",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"46","PERCENT","C",""
"6151",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"6","PERCENT","C",""
"6151",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"-99","PERCENT","C","Vial spilled"
"6151",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"0","PERCENT","C",""
"6151",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"6151",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6151",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6151",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6151",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"6152",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"59","PERCENT","C",""
"6152",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"91","PERCENT","C",""
"6152",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"72","PERCENT","C",""
"6152",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"-99","PERCENT","C","No larvae added"
"6152",,,"Result","B08MG07","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"56","PERCENT","C",""
"6152",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"70","PERCENT","A",
"6152",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"6152",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6152",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"80","PERCENT","A",
"6152",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"6153",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"0","PERCENT","A",""
"6153",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"79","PERCENT","A",""
"6153",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"0","PERCENT","A",""
"6153",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"60","PERCENT","A",""
"6153",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"53","PERCENT","A",""
"6153",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6153",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6153",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"90","PERCENT","A",
"6153",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6153",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6154",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"62","PERCENT","A",""
"6154",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"74","PERCENT","A",""
"6154",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"92","PERCENT","A",""
"6154",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"79","PERCENT","A",""
"6154",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"85","PERCENT","A",""
"6154",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"6154",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6154",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6154",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6154",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6155",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"72","PERCENT","A",""
"6155",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"83","PERCENT","A",""
"6155",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"67","PERCENT","A",""
"6155",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"81","PERCENT","A",""
"6155",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"60","PERCENT","A",""
"6155",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"6155",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6155",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6155",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"85","PERCENT","A",
"6155",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"6156",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"6156",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"85","PERCENT","A",
"6156",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"85","PERCENT","A",
"6156",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"70","PERCENT","A",
"6156",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"6157",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"30","PERCENT","A",""
"6157",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"59","PERCENT","A",""
"6157",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"60","PERCENT","A",""
"6157",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"54","PERCENT","A",""
"6157",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"20","PERCENT","A",""
"6159",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"36","PERCENT","A",""
"6159",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"73","PERCENT","A",""
"6159",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"34","PERCENT","A",""
"6159",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"59","PERCENT","A",""
"6159",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"23","PERCENT","A",""
"6159",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6159",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6159",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6159",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6159",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6161",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"36","PERCENT","A",""
"6161",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"3","PERCENT","A",""
"6161",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"47","PERCENT","A",""
"6161",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"66","PERCENT","A",""
"6161",,,"Result","B08MG04","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"56","PERCENT","A",""
"6165",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"-99","PERCENT","DX",""
"6165",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"-99","PERCENT","DX",""
"6165",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"-99","PERCENT","DX",""
"6165",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"-99","PERCENT","DX",""
"6165",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"-99","PERCENT","DX",""
"6165",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"6165",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"92","PERCENT","A","25 animals added at test initiation"
"6165",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6165",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6165",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6168",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"70","PERCENT","A",
"6168",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"75","PERCENT","A",
"6168",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"60","PERCENT","A",
"6168",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6168",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"80","PERCENT","A",
"6171",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"-99","PERCENT","DX",""
"6171",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"-99","PERCENT","DX",""
"6171",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"-99","PERCENT","DX",""
"6171",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"-99","PERCENT","DX",""
"6171",,,"Result","B08MG05","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"-99","PERCENT","DX",""
"6171",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"6171",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6171",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6171",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"85","PERCENT","A",
"6171",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"80","PERCENT","A",
"6172",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"6172",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"6172",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"80","PERCENT","A",
"6172",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"75","PERCENT","A",
"6172",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"80","PERCENT","A",
"6173",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"69","PERCENT","A",""
"6173",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"51","PERCENT","A",""
"6173",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",3,"63","PERCENT","A",""
"6173",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",4,"3","PERCENT","A","Identified as outlier by Dixon's Test"
"6173",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",5,"68","PERCENT","A",""
"6173",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"6173",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6173",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6173",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"6173",,,"Result","B08EE082608","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6174",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"6174",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"85","PERCENT","A",
"6174",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6174",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"6174",,,"Result","B08EE082008","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"75","PERCENT","A",
"6177",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",1,"48","PERCENT","A",""
"6177",,,"Result","B08MG06","SWI","WS","MG",-99.00,-99.00,"NR","NPA",2,"44","PERCENT","A",""
