"StationID","SampleDepth","SampleDepthUnits","SampleType","QABatch","Matrix","LabCode","Species","Dilution","Concentration","ConcentrationUnits","EndPoint","LabRep","Value","ValueUnits","QACode","Comments"
"GS00",,,"QA","0808-S161","BS","NE","EE",-99.00,-99.00,"NR","SP10",2,"75","PERCENT","A",
"GS00",,,"QA","0808-S161","BS","NE","EE",-99.00,-99.00,"NR","SP10",3,"90","PERCENT","A",
"GS00",,,"QA","0808-S161","BS","NE","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"GS00",,,"QA","0808-S161","BS","NE","EE",-99.00,-99.00,"NR","SP10",5,"85","PERCENT","A",
"0000",,,"CNEG","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"76","PERCENT","AJ",
"0000",,,"CNEG","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"59","PERCENT","AJ",
"0000",,,"CNEG","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"94","PERCENT","AJ",
"0000",,,"CNEG","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"89","PERCENT","AJ",
"0000",,,"CNEG","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"105","PERCENT","AJ",
"6448",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"67","PERCENT","AJ",
"6448",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"65","PERCENT","AJ",
"6448",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"60","PERCENT","AJ",
"6448",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"64","PERCENT","AJ",
"6448",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"43","PERCENT","AJ",
"6405",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"60","PERCENT","AJ",
"6405",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"58","PERCENT","AJ",
"6405",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"67","PERCENT","AJ",
"6405",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"69","PERCENT","AJ",
"6405",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"61","PERCENT","AJ",
"6413",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"62","PERCENT","AJ",
"6413",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"73","PERCENT","AJ",
"6413",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"100","PERCENT","AJ",
"6413",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"82","PERCENT","AJ",
"6413",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"88","PERCENT","AJ",
"6432",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"84","PERCENT","AJ",
"6432",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"58","PERCENT","AJ",
"6432",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"77","PERCENT","AJ",
"6432",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"43","PERCENT","AJ",
"6432",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"79","PERCENT","AJ",
"6437",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"82","PERCENT","AJ",
"6437",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"60","PERCENT","AJ",
"6437",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"65","PERCENT","AJ",
"6437",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"72","PERCENT","AJ",
"6437",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"73","PERCENT","AJ",
"6462",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"78","PERCENT","AJ",
"6462",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"56","PERCENT","AJ",
"6462",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"68","PERCENT","AJ",
"6462",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"63","PERCENT","AJ",
"6462",,,"Result","0809-S099","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"58","PERCENT","AJ",
"0000",,,"CNEG","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"92","PERCENT","E",
"0000",,,"CNEG","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"84","PERCENT","E",
"0000",,,"CNEG","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"85","PERCENT","E",
"0000",,,"CNEG","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"80","PERCENT","E",
"0000",,,"CNEG","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"92","PERCENT","E",
"6384",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"71","PERCENT","E",
"6384",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"121","PERCENT","E",
"6384",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"102","PERCENT","E",
"6384",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"74","PERCENT","E",
"6384",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"80","PERCENT","E",
"6428",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"100","PERCENT","E",
"6428",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"110","PERCENT","E",
"6428",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"84","PERCENT","E",
"6428",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"88","PERCENT","E",
"6428",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"93","PERCENT","E",
"6383",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"69","PERCENT","E",
"6383",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"87","PERCENT","E",
"6383",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"4","PERCENT","E",
"6383",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"70","PERCENT","E",
"6383",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"90","PERCENT","E",
"6386",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"84","PERCENT","E",
"6386",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"91","PERCENT","E",
"6386",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"82","PERCENT","E",
"6386",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"95","PERCENT","E",
"6386",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"70","PERCENT","E",
"6450",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"83","PERCENT","E",
"6450",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"100","PERCENT","E",
"6450",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"81","PERCENT","E",
"6450",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"78","PERCENT","E",
"6450",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"84","PERCENT","E",
"6402",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"66","PERCENT","E",
"6402",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"83","PERCENT","E",
"6402",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"89","PERCENT","E",
"6402",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"72","PERCENT","E",
"6402",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"100","PERCENT","E",
"6387",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"73","PERCENT","E",
"6387",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"75","PERCENT","E",
"6387",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"96","PERCENT","E",
"6387",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"63","PERCENT","E",
"6387",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"92","PERCENT","E",
"6416",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"106","PERCENT","E",
"6416",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"96","PERCENT","E",
"6416",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"74","PERCENT","E",
"6416",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"62","PERCENT","E",
"6416",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"83","PERCENT","E",
"6404",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"84","PERCENT","E",
"6404",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"76","PERCENT","E",
"6404",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"87","PERCENT","E",
"6404",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"82","PERCENT","E",
"6404",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"67","PERCENT","E",
"6424",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",1,"93","PERCENT","E",
"6424",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",2,"97","PERCENT","E",
"6424",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",3,"104","PERCENT","E",
"6424",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",4,"78","PERCENT","E",
"6424",,,"Result","0809-S251","SWI","NE","MG",-99.00,-99.00,"NR","NPA",5,"68","PERCENT","E",
"7009",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"75","PERCENT","A",
"7009",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"7009",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"90","PERCENT","A",
"7009",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"7009",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"85","PERCENT","A",
"7008",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"7008",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"7008",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"85","PERCENT","A",
"7008",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"7008",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"7002",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"70","PERCENT","A",
"7002",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"85","PERCENT","A",
"7002",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"90","PERCENT","A",
"7002",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"85","PERCENT","A",
"7002",,,"Result","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"0000",,,"CNEG","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"0000",,,"CNEG","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"0000",,,"CNEG","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"0000",,,"CNEG","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"0000",,,"CNEG","CSD003","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"0000",,,"CNEG","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"0000",,,"CNEG","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"0000",,,"CNEG","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"0000",,,"CNEG","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"0000",,,"CNEG","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"6500",,,"Result","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"80","PERCENT","A",
"6500",,,"Result","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"70","PERCENT","A",
"6500",,,"Result","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"60","PERCENT","A",
"6500",,,"Result","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"60","PERCENT","A",
"6500",,,"Result","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"70","PERCENT","A",
"6485",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"65","PERCENT","A",
"6485",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"55","PERCENT","A",
"6485",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"50","PERCENT","A",
"6485",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"45","PERCENT","A",
"6485",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"85","PERCENT","A",
"6406",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"80","PERCENT","A",
"6406",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"70","PERCENT","A",
"6406",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"70","PERCENT","A",
"6406",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"6406",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"GS00",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"80","PERCENT","A",
"GS00",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"85","PERCENT","A",
"GS00",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"75","PERCENT","A",
"GS00",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"GS00",,,"QA","CSD005","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"0000",,,"CNEG","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"0000",,,"CNEG","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"0000",,,"CNEG","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"0000",,,"CNEG","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"0000",,,"CNEG","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"GS00",,,"QA","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"85","PERCENT","A",
"GS00",,,"QA","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"GS00",,,"QA","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"GS00",,,"QA","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"GS00",,,"QA","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"7741",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"7741",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"7741",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"7741",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"7741",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"7727",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"7727",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"7727",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"7727",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"7727",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"7696",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"90","PERCENT","A",
"7696",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"7696",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"7696",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
"7696",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"7654",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"85","PERCENT","A",
"7654",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"7654",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"7654",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"7654",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"7652",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"7652",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"7652",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"7652",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"7652",,,"Result","CSD007","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"0000",,,"CNEG","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"0000",,,"CNEG","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"0000",,,"CNEG","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"0000",,,"CNEG","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"0000",,,"CNEG","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6223",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"85","PERCENT","A",
"6223",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6223",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"85","PERCENT","A",
"6223",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6223",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"90","PERCENT","A",
"6219",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6219",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6219",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6219",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6219",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"85","PERCENT","A",
"6217",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","A",
"6217",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6217",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"6217",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6217",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6216",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6216",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6216",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6216",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6216",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"75","PERCENT","A",
"6213",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6213",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6213",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6213",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6213",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6212",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6212",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6212",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6212",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6212",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6211",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"95","PERCENT","J",
"6211",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","J",
"6211",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"92.5","PERCENT","J",
"6211",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"97.5","PERCENT","J",
"6211",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","J",
"6204",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6204",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"100","PERCENT","A",
"6204",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6204",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"100","PERCENT","A",
"6204",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"95","PERCENT","A",
"6161",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6161",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"95","PERCENT","A",
"6161",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6161",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6161",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"6157",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",1,"100","PERCENT","A",
"6157",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",2,"90","PERCENT","A",
"6157",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",3,"100","PERCENT","A",
"6157",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",4,"95","PERCENT","A",
"6157",,,"Result","CSD008","BS","CSD","EE",-99.00,-99.00,"NR","SP10",5,"100","PERCENT","A",
"GS00",,,"QA","B08EELPLSELTJR","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"80","PERCENT","A",
"GS00",,,"QA","B08EELPLSELTJR","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"65","PERCENT","A",
"GS00",,,"QA","B08EELPLSELTJR","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"70","PERCENT","A",
"GS00",,,"QA","B08EELPLSELTJR","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"60","PERCENT","A",
"GS00",,,"QA","B08EELPLSELTJR","BS","WS","EE",-99.00,-99.00,"NR","SP10",5,"50","PERCENT","A",
"GS00",,,"QA","B08EESDR","BS","WS","EE",-99.00,-99.00,"NR","SP10",1,"70","PERCENT","A",
"GS00",,,"QA","B08EESDR","BS","WS","EE",-99.00,-99.00,"NR","SP10",2,"75","PERCENT","A",
"GS00",,,"QA","B08EESDR","BS","WS","EE",-99.00,-99.00,"NR","SP10",3,"95","PERCENT","A",
"GS00",,,"QA","B08EESDR","BS","WS","EE",-99.00,-99.00,"NR","SP10",4,"90","PERCENT","A",
